id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago
9839,2023-09-30,Glauco del Rueda,Guadalajara,Auriculares,Accesorios,8,1240.05,9920.4,Transferencia
9840,2024-06-05,Olivia Menéndez Gomila,Cuenca,Auriculares,Oficina,1,2325.26,2325.26,PayPal
9841,2023-01-26,Marisol del Pacheco,La Coruña,Memoria RAM,Accesorios,2,155.08,310.16,Transferencia
9842,2024-01-18,Leticia Madrigal Carrasco,Sevilla,Tablet,Tecnología,8,535.68,4285.44,PayPal
9843,2025-01-21,Jose Miguel Llabrés Arévalo,Lugo,Impresora,Oficina,10,1177.14,11771.4,Tarjeta
9844,2023-02-02,Delfina Morán Azorin,Alicante,Disco SSD,Oficina,2,2248.39,4496.78,Efectivo
9845,2024-11-13,Amarilis Madrigal,Alicante,Teclado,Accesorios,2,773.32,1546.64,Transferencia
9846,2024-06-30,Adora Berenguer,Asturias,Memoria RAM,Periféricos,8,540.59,4324.72,Efectivo
9847,2025-01-13,Carmina Zapata Bolaños,Palencia,Laptop,Oficina,5,1624.11,8120.55,PayPal
9848,2023-01-05,Lalo Osorio Lledó,Valladolid,Memoria RAM,Oficina,7,1508.96,10562.72,Efectivo
9849,2024-09-19,Eugenia del Montoya,Asturias,Mouse,Periféricos,7,1631.59,11421.13,Tarjeta
9850,2023-05-18,Manu Raya Bermejo,Zaragoza,Webcam,Accesorios,7,638.98,4472.86,PayPal
9851,2024-10-24,Casemiro Zapata Vizcaíno,Zaragoza,Teclado,Accesorios,1,260.33,260.33,PayPal
9852,2025-04-23,Pastora de Almazán,Pontevedra,Memoria RAM,Periféricos,9,1764.31,15878.79,Transferencia
9853,2023-04-14,Emelina Vázquez Galan,Santa Cruz de Tenerife,Impresora,Accesorios,8,1982.49,15859.92,PayPal
9854,2023-01-16,Lourdes Alegre Elías,Cuenca,Monitor,Tecnología,10,2449.71,24497.1,PayPal
9855,2023-05-18,Hernán del Pina,Cuenca,Monitor,Tecnología,8,1161.1,9288.8,Transferencia
9856,2023-08-16,Concepción Guardia Vizcaíno,Segovia,Auriculares,Periféricos,1,619.03,619.03,PayPal
9857,2024-01-01,Rómulo Taboada Simó,Murcia,Tablet,Periféricos,8,1681.07,13448.56,Transferencia
9858,2024-02-11,Lina Sandoval,Sevilla,Memoria RAM,Oficina,9,2306.71,20760.39,PayPal
9859,2023-08-11,Adela Barranco-Iñiguez,Cáceres,Auriculares,Accesorios,4,891.28,3565.12,Efectivo
9860,2023-11-23,Jacinta de Salcedo,Navarra,Mouse,Tecnología,2,861.85,1723.7,Efectivo
9861,2025-03-17,Juan Francisco de Diego,Huesca,Memoria RAM,Accesorios,2,987.58,1975.16,Efectivo
9862,2024-02-25,Vasco Burgos Prats,Vizcaya,Monitor,Oficina,1,1782.06,1782.06,PayPal
9863,2024-02-04,Débora Román-García,Ceuta,Monitor,Accesorios,6,475.67,2854.02,Tarjeta
9864,2023-01-18,Haydée Lobato Dávila,Huesca,Webcam,Periféricos,1,2181.93,2181.93,PayPal
9865,2024-04-02,Hilda Plaza,Huesca,Mouse,Periféricos,9,747.07,6723.63,Efectivo
9866,2023-12-07,Adora Aguilar Gallart,Córdoba,Memoria RAM,Periféricos,1,2073.42,2073.42,Tarjeta
9867,2023-01-15,Matilde Ayala Téllez,Huesca,Monitor,Tecnología,7,1310.79,9175.53,Tarjeta
9868,2024-03-19,Ana Belén Rufina Hernando Iglesias,Badajoz,Auriculares,Tecnología,2,25.38,50.76,Transferencia
9869,2023-10-04,Alfonso de Sola,Guadalajara,Teclado,Tecnología,8,1159.34,9274.72,Tarjeta
9870,2025-04-12,Antonia Arenas Cabezas,Asturias,Webcam,Oficina,9,2193.36,19740.24,PayPal
9871,2025-04-17,Lucas de Amo,Segovia,Disco SSD,Oficina,1,1443.03,1443.03,Transferencia
9872,2024-09-14,Abraham Bayo Barragán,Soria,Webcam,Accesorios,7,1586.38,11104.66,Transferencia
9873,2023-11-10,Adoración Abascal Manuel,Lugo,Mouse,Oficina,9,2267.86,20410.74,PayPal
9874,2024-02-15,Rosenda Nidia Zorrilla Vizcaíno,Albacete,Teclado,Periféricos,7,1684.91,11794.37,PayPal
9875,2025-02-04,Elodia Mesa-Naranjo,Santa Cruz de Tenerife,Laptop,Accesorios,3,2094.35,6283.05,Efectivo
9876,2025-02-04,Jaime Puga,Granada,Disco SSD,Periféricos,1,1637.32,1637.32,Efectivo
9877,2024-06-21,Bautista Roldan Villar,Lleida,Webcam,Accesorios,4,1062.41,4249.64,Efectivo
9878,2024-01-05,Fernanda Abella Olivares,Álava,Mouse,Oficina,6,461.76,2770.56,PayPal
9879,2025-03-05,Nélida Carmona,Cuenca,Impresora,Accesorios,5,2333.2,11666.0,PayPal
9880,2024-05-11,Josefina Aznar,Murcia,Laptop,Oficina,2,101.92,203.84,Transferencia
9881,2024-08-13,Gema Alberdi,Salamanca,Memoria RAM,Periféricos,7,1557.96,10905.72,PayPal
9882,2023-09-11,Cipriano Madrigal Torralba,La Rioja,Teclado,Accesorios,4,2186.94,8747.76,Efectivo
9883,2024-02-17,Brunilda Oliva,Valladolid,Mouse,Oficina,4,2068.89,8275.56,Efectivo
9884,2024-11-04,María Cristina Zurita Miró,Las Palmas,Teclado,Oficina,6,946.62,5679.72,Transferencia
9885,2023-12-12,Ezequiel Cifuentes Riera,Alicante,Disco SSD,Accesorios,9,264.93,2384.37,Efectivo
9886,2024-04-12,Rodolfo Hervia Sevillano,Asturias,Teclado,Periféricos,9,1064.01,9576.09,Transferencia
9887,2024-08-18,Ariel Santiago Lago,Segovia,Mouse,Periféricos,6,141.77,850.62,Tarjeta
9888,2024-02-10,Sandalio Gutierrez Neira,La Rioja,Disco SSD,Tecnología,9,1758.86,15829.74,Transferencia
9889,2023-12-09,Patricia Borja Cantero,Alicante,Impresora,Accesorios,1,981.43,981.43,Efectivo
9890,2024-09-22,Herminio Pavón Leon,Málaga,Teclado,Tecnología,8,647.88,5183.04,Efectivo
9891,2025-03-26,Eric Pujadas Bru,Melilla,Mouse,Oficina,1,606.28,606.28,Tarjeta
9892,2024-03-05,Teodoro Vélez,Guipúzcoa,Monitor,Accesorios,1,27.78,27.78,PayPal
9893,2023-12-19,Melania Vicens Gilabert,Soria,Monitor,Periféricos,5,749.01,3745.05,Efectivo
9894,2024-03-06,Vanesa de Barrena,Cádiz,Memoria RAM,Accesorios,7,931.31,6519.17,PayPal
9895,2023-11-11,Genoveva Abascal Miralles,Murcia,Monitor,Accesorios,2,952.95,1905.9,Efectivo
9896,2025-03-26,Jordán Fuente Jódar,Melilla,Laptop,Oficina,1,32.66,32.66,Efectivo
9897,2025-01-24,Calisto de Llamas,Baleares,Auriculares,Accesorios,4,711.17,2844.68,Transferencia
9898,2024-07-22,Sandalio Ramírez España,Huesca,Impresora,Periféricos,2,2082.42,4164.84,Tarjeta
9899,2023-03-24,Otilia Macías Pablo,Ceuta,Teclado,Oficina,2,386.45,772.9,Efectivo
9900,2023-08-07,Clara Bermejo Castilla,Ávila,Impresora,Accesorios,10,316.95,3169.5,PayPal
9901,2024-11-07,Osvaldo Viña,Guadalajara,Monitor,Accesorios,7,479.43,3356.01,Efectivo
9902,2025-01-19,Clímaco del Seguí,Teruel,Teclado,Tecnología,6,1240.28,7441.68,Tarjeta
9903,2023-11-25,Severiano de Bosch,Melilla,Mouse,Oficina,6,916.68,5500.08,Transferencia
9904,2023-03-16,Kike Bertrán Guillén,Murcia,Mouse,Periféricos,7,1931.33,13519.31,Efectivo
9905,2024-02-26,María Luisa Colom-Casares,Ourense,Impresora,Accesorios,10,2083.78,20837.8,PayPal
9906,2025-04-26,Margarita Quesada Carnero,Pontevedra,Laptop,Oficina,4,128.75,515.0,Transferencia
9907,2025-03-21,Laura del Alemán,Ceuta,Tablet,Oficina,10,1391.51,13915.1,Efectivo
9908,2023-07-16,Lázaro Agustí Diego,Tarragona,Auriculares,Accesorios,1,1374.8,1374.8,PayPal
9909,2023-01-17,Mamen Criado Iglesia,Ciudad,Teclado,Oficina,7,1244.69,8712.83,Tarjeta
9910,2023-04-24,Amando Monreal-Lluch,Las Palmas,Disco SSD,Tecnología,6,119.04,714.24,PayPal
9911,2024-05-29,Victorino Carpio Cózar,Cantabria,Disco SSD,Tecnología,7,2174.5,15221.5,Efectivo
9912,2025-02-01,Jose Miguel Mascaró,Baleares,Auriculares,Periféricos,6,181.64,1089.84,Transferencia
9913,2023-02-05,Pastor Salgado Carrera,Murcia,Mouse,Accesorios,3,1150.71,3452.13,PayPal
9914,2025-02-23,Reynaldo Ramírez Mascaró,Teruel,Impresora,Oficina,8,1406.5,11252.0,Tarjeta
9915,2024-06-30,Luciana del Romero,Alicante,Auriculares,Accesorios,2,232.41,464.82,PayPal
9916,2024-03-30,Anselmo Ibáñez Vega,Madrid,Tablet,Periféricos,1,2150.95,2150.95,Transferencia
9917,2023-09-12,Consuela Juliá-Ramos,Cádiz,Webcam,Tecnología,3,1594.17,4782.51,PayPal
9918,2024-06-09,María Pilar Marisol Salamanca Campillo,Teruel,Auriculares,Tecnología,6,1345.84,8075.04,Transferencia
9919,2024-07-14,Alejo Samu Escamilla Abascal,Santa Cruz de Tenerife,Mouse,Oficina,7,61.99,433.93,Transferencia
9920,2024-01-16,Nuria Pedrero Saavedra,Albacete,Memoria RAM,Accesorios,8,264.46,2115.68,Transferencia
9921,2023-09-04,Virginia Ibañez Prada,Huelva,Tablet,Tecnología,8,1464.75,11718.0,PayPal
9922,2023-02-01,Trinidad Gordillo Polo,Ciudad,Monitor,Tecnología,6,544.48,3266.88,PayPal
9923,2023-09-23,Marisa Roca Rodriguez,Sevilla,Teclado,Periféricos,1,2346.16,2346.16,Efectivo
9924,2024-11-08,Mario Guardiola Arnau,Jaén,Disco SSD,Accesorios,1,964.19,964.19,Efectivo
9925,2024-08-23,Jose Carlos Palmer,Granada,Webcam,Oficina,4,1138.26,4553.04,PayPal
9926,2023-02-14,Marisela Espada Llobet,La Coruña,Auriculares,Tecnología,2,692.11,1384.22,PayPal
9927,2024-07-28,Ainara Salvador-Silva,Jaén,Monitor,Periféricos,4,2428.49,9713.96,PayPal
9928,2024-02-11,Carmelo Blanco Piñol,Segovia,Disco SSD,Periféricos,5,404.06,2020.3,Transferencia
9929,2023-06-06,Sancho Busquets Cornejo,La Coruña,Impresora,Accesorios,5,1489.32,7446.6,Transferencia
9930,2023-05-12,Humberto Huertas Bello,Guipúzcoa,Monitor,Oficina,1,1687.28,1687.28,PayPal
9931,2023-02-19,Perlita Pedrero,Guipúzcoa,Auriculares,Periféricos,1,1583.17,1583.17,Transferencia
9932,2024-03-08,Jose Manuel Porras Saldaña,Ourense,Impresora,Tecnología,5,606.19,3030.95,Efectivo
9933,2024-04-10,Ximena Pavón Palmer,Cantabria,Mouse,Oficina,7,430.75,3015.25,Efectivo
9934,2024-01-17,Ángela Priscila Julián Ramón,Ciudad,Auriculares,Accesorios,8,220.98,1767.84,Transferencia
9935,2024-03-15,Mirta Heredia Codina,Cáceres,Monitor,Accesorios,9,2038.58,18347.22,Efectivo
9936,2024-09-27,Benjamín Chico Olivé,Navarra,Auriculares,Oficina,4,958.23,3832.92,Efectivo
9937,2024-12-01,Feliciana Elías,Jaén,Webcam,Periféricos,4,841.33,3365.32,Transferencia
9938,2024-12-31,Samuel Vera Llorente,Cáceres,Laptop,Oficina,9,1967.46,17707.14,Tarjeta
9939,2023-10-28,Vicenta del Rocha,Melilla,Webcam,Tecnología,9,1636.57,14729.13,Tarjeta
9940,2024-10-23,Celia Portillo Pérez,Baleares,Impresora,Tecnología,2,1786.7,3573.4,PayPal
9941,2024-05-31,Chus del Borja,Ávila,Disco SSD,Accesorios,10,48.07,480.7,Transferencia
9942,2024-11-21,Prudencio Buendía Espada,Cáceres,Monitor,Oficina,5,337.79,1688.95,PayPal
9943,2023-11-10,Selena Cabrera Alcolea,Palencia,Monitor,Periféricos,2,1753.22,3506.44,PayPal
9944,2024-02-09,Leire Luciana Monreal Marcos,Castellón,Impresora,Accesorios,8,1980.5,15844.0,Transferencia
9945,2023-12-11,Itziar Gutiérrez,Cádiz,Teclado,Periféricos,7,825.84,5780.88,Transferencia
9946,2024-12-10,Bárbara Lluch,Granada,Teclado,Periféricos,5,411.86,2059.3,PayPal
9947,2023-04-08,Roberto de Nebot,Valladolid,Auriculares,Tecnología,10,1947.62,19476.2,Transferencia
9948,2023-02-21,Quirino Mate Macías,Murcia,Laptop,Tecnología,7,1896.72,13277.04,Efectivo
9949,2024-08-14,Eric Rodrigo Tello,Córdoba,Tablet,Tecnología,9,2188.65,19697.85,PayPal
9950,2025-02-23,Remigio Vallejo Burgos,Ourense,Tablet,Tecnología,9,2406.26,21656.34,Tarjeta
9951,2023-05-27,Cintia Rubio Martínez,Tarragona,Mouse,Tecnología,3,2256.04,6768.12,Tarjeta
9952,2023-01-23,Saturnina Galán Bernad,Girona,Mouse,Tecnología,10,1287.49,12874.9,Efectivo
9953,2025-02-04,Borja Zamorano Torrents,Córdoba,Teclado,Tecnología,10,1209.24,12092.4,Transferencia
9954,2024-02-13,Patricio Canet Criado,Salamanca,Memoria RAM,Tecnología,1,1449.24,1449.24,Transferencia
9955,2023-09-21,Salomé Almansa Pazos,Ciudad,Mouse,Tecnología,8,926.64,7413.12,Efectivo
9956,2023-12-06,Ana Sofía Solé Jover,Madrid,Auriculares,Periféricos,1,1814.37,1814.37,PayPal
9957,2025-02-06,Amor Márquez,Pontevedra,Monitor,Accesorios,6,439.44,2636.64,Efectivo
9958,2024-02-18,Jimena Almagro Zamora,Cantabria,Memoria RAM,Periféricos,2,1217.13,2434.26,Transferencia
9959,2024-06-14,Dan Tejedor Fabregat,Lleida,Webcam,Periféricos,9,1559.91,14039.19,PayPal
9960,2024-12-04,Dorita Gomila-Solera,Guipúzcoa,Tablet,Accesorios,3,994.95,2984.85,Efectivo
9961,2024-04-07,Inmaculada Casas Menéndez,Sevilla,Mouse,Periféricos,4,819.43,3277.72,PayPal
9962,2025-03-20,Adolfo Ruperto Iñiguez Salvador,Badajoz,Tablet,Oficina,10,1270.88,12708.8,PayPal
9963,2024-12-18,Emma Eli Téllez Somoza,Girona,Laptop,Tecnología,7,1478.64,10350.48,Efectivo
9964,2024-05-09,Agustina Río Ramos,Burgos,Impresora,Tecnología,2,2117.15,4234.3,Efectivo
9965,2023-10-09,Roque Cerro,Sevilla,Webcam,Oficina,9,1822.21,16399.89,Efectivo
9966,2023-08-08,Marina del Agudo,Álava,Laptop,Accesorios,1,2421.85,2421.85,PayPal
9967,2024-03-21,Nélida Melero-Ballesteros,Palencia,Mouse,Tecnología,4,1421.17,5684.68,Efectivo
9968,2024-04-08,Nilda Pera Hoz,Guipúzcoa,Auriculares,Periféricos,3,1079.6,3238.8,Tarjeta
9969,2024-07-26,Magdalena Pujadas Pomares,Palencia,Auriculares,Accesorios,9,1908.52,17176.68,Transferencia
9970,2025-02-09,Florina Blázquez Velázquez,Pontevedra,Laptop,Periféricos,8,1556.94,12455.52,Transferencia
9971,2023-02-04,Tiburcio Pedro Boix,Teruel,Memoria RAM,Accesorios,3,429.7,1289.1,Efectivo
9972,2024-10-04,Alex Contreras Mínguez,Córdoba,Auriculares,Tecnología,1,904.42,904.42,Efectivo
9973,2024-12-01,Damián Barón Cueto,Ourense,Tablet,Tecnología,9,1860.7,16746.3,Transferencia
9974,2024-09-03,Casemiro Amaro Galan Padilla,Cáceres,Webcam,Periféricos,6,1479.97,8879.82,Transferencia
9975,2023-11-25,Ibán Pujadas Sáenz,Cáceres,Mouse,Oficina,7,2102.65,14718.55,PayPal
9976,2023-04-04,Maximiliano Pagès Villalonga,Barcelona,Memoria RAM,Periféricos,8,1072.82,8582.56,Efectivo
9977,2025-04-14,Buenaventura Bellido Segura,Jaén,Teclado,Accesorios,4,1975.13,7900.52,Tarjeta
9978,2025-04-26,Sabina Torrens-González,Granada,Memoria RAM,Oficina,4,2027.62,8110.48,Tarjeta
9979,2023-02-24,Moreno del Téllez,Córdoba,Laptop,Tecnología,2,1828.17,3656.34,PayPal
9980,2023-10-05,Bernabé Villaverde Santamaria,Barcelona,Monitor,Oficina,10,1534.16,15341.6,Transferencia
9981,2025-01-28,Morena Boix Casanova,Valencia,Auriculares,Tecnología,6,503.33,3019.98,PayPal
9982,2024-01-04,Rosa Puerta Gimeno,Lleida,Monitor,Tecnología,5,1954.55,9772.75,Transferencia
9983,2023-10-21,Ramón Quero Piñeiro,Alicante,Tablet,Tecnología,5,1242.71,6213.55,Tarjeta
9984,2024-01-25,José Manuel Soria Heras,Cantabria,Memoria RAM,Oficina,4,496.65,1986.6,Transferencia
9985,2024-02-26,Horacio Madrid Tenorio,Las Palmas,Tablet,Accesorios,9,1837.02,16533.18,PayPal
9986,2023-05-25,Timoteo Coll Arnau,Barcelona,Disco SSD,Accesorios,5,790.23,3951.15,Tarjeta
9987,2023-05-15,Jenaro Benavides Vaquero,Huesca,Mouse,Oficina,1,1285.07,1285.07,Efectivo
9988,2023-04-07,Benita Pizarro Ugarte,León,Tablet,Tecnología,7,269.75,1888.25,Efectivo
9989,2024-01-14,Javi Benavides Bueno,Álava,Impresora,Accesorios,6,1557.17,9343.02,Tarjeta
9990,2023-12-21,Teodora de Alvarez,Valencia,Disco SSD,Oficina,4,2350.05,9400.2,PayPal
9991,2023-09-30,Ariadna del Pedraza,Vizcaya,Memoria RAM,Periféricos,4,166.93,667.72,Tarjeta
9992,2023-04-11,Ale Mercader Raya,Granada,Monitor,Oficina,7,551.35,3859.45,Efectivo
9993,2023-08-17,Marcia Lladó,Burgos,Auriculares,Periféricos,2,1966.01,3932.02,PayPal
9994,2025-04-01,Almudena Aragonés Boada,Badajoz,Mouse,Periféricos,10,1747.48,17474.8,Tarjeta
9995,2023-05-09,Cintia Pelayo Berenguer,Cantabria,Webcam,Oficina,9,1864.51,16780.59,Tarjeta
9996,2024-10-22,Cleto Cerdá Villaverde,Barcelona,Disco SSD,Oficina,3,282.1,846.3,PayPal
9997,2024-04-25,Baldomero Álvarez Álamo,Granada,Disco SSD,Tecnología,2,2079.32,4158.64,Transferencia
9998,2023-01-21,Lorenzo Corbacho-Arroyo,Segovia,Webcam,Accesorios,2,412.53,825.06,Transferencia
9999,2024-07-23,Nidia Noguera Redondo,Cádiz,Webcam,Periféricos,6,1842.16,11052.96,Tarjeta
10000,2023-02-23,Silvestre Vargas Múñiz,Murcia,Mouse,Periféricos,8,1006.05,8048.4,Tarjeta
10001,2024-02-21,Maxi Flores,Murcia,Memoria RAM,Accesorios,2,109.16,218.32,Tarjeta
10002,2025-02-22,Bienvenida Cámara Tamayo,Málaga,Monitor,Periféricos,5,679.94,3399.7,Tarjeta
10003,2023-06-14,Luna Angelita Vendrell Montenegro,Lugo,Mouse,Accesorios,6,110.49,662.94,PayPal
10004,2024-09-11,Anastasio Caro,Valencia,Monitor,Periféricos,3,2348.05,7044.15,Tarjeta
10005,2023-11-12,Eusebio Gilabert Pablo,Santa Cruz de Tenerife,Mouse,Periféricos,2,1418.15,2836.3,PayPal
10006,2025-01-05,Bautista Octavio Valera Rius,Guipúzcoa,Disco SSD,Accesorios,9,569.16,5122.44,Transferencia
10007,2023-02-24,Soraya Sans-Vila,Lugo,Auriculares,Tecnología,8,943.59,7548.72,Tarjeta
10008,2024-11-30,Telmo del Duran,Girona,Memoria RAM,Oficina,2,283.7,567.4,Efectivo
10009,2023-12-29,Marcos de Marti,Cáceres,Disco SSD,Oficina,6,2291.9,13751.4,Tarjeta
10010,2025-04-06,Prudencio Fortunato Berrocal Casanovas,Valladolid,Tablet,Accesorios,9,1979.25,17813.25,PayPal
10011,2024-09-18,Eutropio Reyes Diez,Málaga,Webcam,Tecnología,2,1048.24,2096.48,PayPal
10012,2024-12-26,Eutropio Herranz,Ciudad,Teclado,Oficina,2,180.73,361.46,Efectivo
10013,2023-04-19,Noemí Ramos,Alicante,Webcam,Oficina,4,2466.21,9864.84,Efectivo
10014,2023-04-23,Bienvenida Carro Tomas,Ávila,Auriculares,Accesorios,10,748.41,7484.1,Transferencia
10015,2024-01-03,Rocío Aragonés,Álava,Laptop,Periféricos,3,2006.26,6018.78,Transferencia
10016,2025-01-09,Víctor Salvador,Navarra,Teclado,Periféricos,6,802.78,4816.68,Transferencia
10017,2024-01-26,Juan José Ramirez Amorós,Lugo,Teclado,Tecnología,4,1083.57,4334.28,PayPal
10018,2023-05-24,Ezequiel Arco Belmonte,Cáceres,Disco SSD,Periféricos,1,259.31,259.31,PayPal
10019,2024-12-25,Benigna Terrón Padilla,Valladolid,Webcam,Periféricos,10,521.14,5211.4,Transferencia
10020,2024-11-01,Edelmira Villalobos Goñi,León,Mouse,Tecnología,9,646.79,5821.11,PayPal
10021,2024-05-07,Alba Garcés-Guijarro,Ourense,Monitor,Tecnología,7,1080.81,7565.67,Tarjeta
10022,2024-07-30,Diego Roma Fernández,Madrid,Teclado,Periféricos,2,806.87,1613.74,Tarjeta
10023,2023-07-24,Yago Canales Malo,Granada,Monitor,Tecnología,5,1994.65,9973.25,Efectivo
10024,2024-03-04,Severo Elías Serna Aguado,Madrid,Tablet,Tecnología,9,1665.59,14990.31,PayPal
10025,2025-04-20,Baltasar León Aguirre,Valladolid,Impresora,Accesorios,6,1966.61,11799.66,PayPal
10026,2025-01-22,Rafael del Catalá,Vizcaya,Mouse,Tecnología,9,793.48,7141.32,Transferencia
10027,2025-01-09,Aníbal Hoyos Manso,Barcelona,Teclado,Oficina,6,2178.31,13069.86,Efectivo
10028,2024-12-06,Cesar Bastida,Cáceres,Laptop,Periféricos,7,1271.59,8901.13,Tarjeta
10029,2023-02-14,René Vila Guerra,Tarragona,Tablet,Tecnología,2,1910.19,3820.38,PayPal
10030,2024-01-02,Reynaldo Elpidio Grau Bello,Almería,Teclado,Accesorios,4,1015.11,4060.44,Transferencia
10031,2023-12-10,Almudena Renata Benavides Pazos,Madrid,Disco SSD,Oficina,1,1240.55,1240.55,PayPal
10032,2025-01-09,Íñigo Poza Díaz,Tarragona,Webcam,Oficina,7,74.83,523.81,Efectivo
10033,2024-02-28,Goyo Feijoo Castillo,Segovia,Laptop,Oficina,1,638.59,638.59,Efectivo
10034,2025-02-02,Gala Ballester Jerez,Barcelona,Impresora,Tecnología,7,518.0,3626.0,Transferencia
10035,2023-04-14,Martín Giner,Murcia,Teclado,Periféricos,7,159.36,1115.52,Tarjeta
10036,2024-11-09,Feliciana Castejón-Elías,Ciudad,Auriculares,Accesorios,2,2482.55,4965.1,Tarjeta
10037,2023-01-13,Lucía Novoa Cañellas,Vizcaya,Laptop,Oficina,2,995.76,1991.52,PayPal
10038,2025-03-26,Jimena Vilar Beltran,Murcia,Tablet,Periféricos,10,230.54,2305.4,Tarjeta
10039,2025-03-30,Leandro del Benavides,Almería,Mouse,Periféricos,5,2287.88,11439.4,Tarjeta
10040,2023-06-03,Cándido Neira Amorós,Lugo,Impresora,Oficina,5,1465.72,7328.6,Tarjeta
10041,2023-05-06,Nazaret Prudencio Luís Agullo,Vizcaya,Mouse,Tecnología,9,1908.92,17180.28,Tarjeta
10042,2023-08-27,Sandalio Gallo Abellán,Badajoz,Webcam,Accesorios,5,541.01,2705.05,PayPal
10043,2025-01-24,Trinidad Ruben Agustín Barranco,Sevilla,Monitor,Accesorios,2,1753.43,3506.86,Efectivo
10044,2023-08-15,Martin Figueras,Castellón,Monitor,Accesorios,6,1481.96,8891.76,Tarjeta
10045,2023-04-08,Ariel de Carrasco,Jaén,Disco SSD,Oficina,4,895.77,3583.08,PayPal
10046,2024-01-20,Fabio Villar Agustín,Guipúzcoa,Teclado,Accesorios,2,1160.95,2321.9,Tarjeta
10047,2024-06-09,Martín Bravo Puga,Palencia,Teclado,Periféricos,8,1722.21,13777.68,Transferencia
10048,2024-05-09,Guillermo de Corral,Ceuta,Laptop,Periféricos,6,503.48,3020.88,Efectivo
10049,2023-02-08,Elba Garay Miró,Cádiz,Monitor,Oficina,8,529.6,4236.8,Efectivo
10050,2025-04-10,Marcela Barros Guerrero,Córdoba,Teclado,Tecnología,7,723.46,5064.22,Tarjeta
10051,2023-06-12,Ariadna del Juan,Granada,Tablet,Accesorios,3,1280.76,3842.28,Tarjeta
10052,2025-02-28,Juan Manuel Noguera-Sánchez,Cáceres,Memoria RAM,Tecnología,8,446.98,3575.84,Efectivo
10053,2025-04-14,Maite Rivero Baena,Palencia,Memoria RAM,Accesorios,5,618.5,3092.5,Tarjeta
10054,2023-03-15,Melchor Conrado Guardia Sanabria,Teruel,Teclado,Oficina,3,1938.6,5815.8,Efectivo
10055,2023-09-25,Mar Pina Porta,Vizcaya,Laptop,Accesorios,5,989.71,4948.55,PayPal
10056,2024-11-21,Borja Guerrero,Granada,Webcam,Tecnología,9,1474.74,13272.66,Transferencia
10057,2024-01-14,Adelardo Campoy Mosquera,Ceuta,Disco SSD,Accesorios,6,27.45,164.7,Efectivo
10058,2024-03-17,Jacinta Lladó,Castellón,Monitor,Accesorios,3,953.2,2859.6,PayPal
10059,2024-10-14,Celestina Máxima Torrens Cases,Tarragona,Disco SSD,Accesorios,5,1900.59,9502.95,Efectivo
10060,2024-03-01,Maximiliano Gutierrez Almansa,La Rioja,Disco SSD,Tecnología,3,1984.83,5954.49,Tarjeta
10061,2024-01-22,Soraya Navarro Luján,Baleares,Auriculares,Tecnología,2,2282.42,4564.84,Tarjeta
10062,2023-01-05,Fernanda del Galán,Toledo,Auriculares,Oficina,9,623.38,5610.42,Tarjeta
10063,2025-01-25,Chelo Botella Guerrero,Granada,Teclado,Accesorios,8,1107.1,8856.8,PayPal
10064,2023-01-13,Gregorio Severo Diego Bellido,Alicante,Monitor,Periféricos,3,1496.17,4488.51,Tarjeta
10065,2025-04-27,Jimena Asensio Amat,Palencia,Impresora,Oficina,7,477.34,3341.38,Tarjeta
10066,2023-10-24,Lola Florinda Villanueva Arnau,Ávila,Disco SSD,Tecnología,6,1780.2,10681.2,Transferencia
10067,2025-01-26,Alejandro Feliciano Tamayo Olmo,Santa Cruz de Tenerife,Impresora,Accesorios,6,1606.52,9639.12,Tarjeta
10068,2024-11-17,María Carmen Garrido,Navarra,Laptop,Oficina,9,1852.3,16670.7,Transferencia
10069,2023-05-18,África del Abril,Teruel,Tablet,Periféricos,3,604.23,1812.69,Transferencia
10070,2023-09-13,David Barreda-Pascual,Ávila,Mouse,Periféricos,5,325.21,1626.05,PayPal
10071,2023-05-19,Mirta Sáenz Aguirre,Navarra,Teclado,Tecnología,10,2381.48,23814.8,Efectivo
10072,2024-11-28,Odalis Coll Gámez,Badajoz,Auriculares,Tecnología,4,2276.07,9104.28,Tarjeta
10073,2023-07-05,Abigaíl Cabeza Infante,Palencia,Laptop,Tecnología,6,1243.25,7459.5,Tarjeta
10074,2023-06-12,Elena Villena,Valladolid,Teclado,Oficina,7,897.99,6285.93,Tarjeta
10075,2025-01-14,Silvestre Boada Paniagua,Ceuta,Tablet,Accesorios,8,164.44,1315.52,Transferencia
10076,2025-04-17,Alberto Alarcón Grau,Barcelona,Auriculares,Tecnología,2,421.17,842.34,Transferencia
10077,2023-05-22,Filomena Pinilla,Santa Cruz de Tenerife,Disco SSD,Oficina,6,1229.33,7375.98,Transferencia
10078,2024-04-03,Juanito Alonso Maestre,Albacete,Auriculares,Oficina,9,1652.15,14869.35,PayPal
10079,2025-03-09,Alberto Elías Lillo,Guadalajara,Impresora,Periféricos,2,811.8,1623.6,PayPal
10080,2023-09-15,Leticia Lobato Priego,Toledo,Webcam,Tecnología,7,1369.47,9586.29,PayPal
10081,2024-11-30,Encarnacion Obdulia Coello Hervia,Huesca,Auriculares,Tecnología,4,396.54,1586.16,PayPal
