id_venta,fecha,id_usuario,usuario,correo,id_producto,producto,cantidad,precio_unitario,total
762,2026-05-10 19:54:33,3,Daniel Suarez,daniel.suarez49@gmail.com,183,Tank Top Streetwear Azul,5,29.53,147.65
763,2026-05-27 23:08:10,33,Emily Ruiz,emily.ruiz87@gmail.com,154,Lentes Vintage,5,45.98,229.9
764,2026-05-14 21:59:23,69,Lucia Herrera,lucia.herrera62@gmail.com,74,Pantalon Slim Fit Gris,1,26.38,26.38
765,2026-05-31 19:41:53,86,Maria Flores,maria.flores52@gmail.com,51,Jean Destroyed Azul,5,84.87,424.35
766,2026-05-01 14:44:57,5,Daniel Acosta,daniel.acosta85@gmail.com,86,Hoodie Graphic Negro,4,42.82,171.28
767,2026-05-04 18:48:32,19,Diana Romero,diana.romero86@gmail.com,110,Chaqueta Impermeable Negra,1,75.7,75.7
768,2026-05-05 20:02:36,84,Daniel Flores,daniel.flores75@gmail.com,197,Sudadera Boxy Fit Celeste,1,56.27,56.27
769,2026-05-07 01:14:38,97,Diego Rojas,diego.rojas44@gmail.com,124,Short Baggy Beige,5,94.88,474.4
770,2026-05-31 11:48:20,91,Camila Acosta,camila.acosta41@gmail.com,13,Camiseta Acid Wash,4,32.81,131.24
771,2026-05-07 07:24:31,61,Ana Benitez,ana.benitez19@gmail.com,1,Camiseta Basica Negra,3,16.37,49.11
772,2026-05-04 00:16:57,25,Diego Suarez,diego.suarez45@gmail.com,196,Polo Acid Wash Morado,2,54.36,108.72
773,2026-05-28 17:40:44,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,62,Pantalon Cargo Beige,2,99.94,199.88
774,2026-05-20 11:56:55,13,Luis Lopez,luis.lopez65@gmail.com,66,Pantalon Jogger Azul,2,15.42,30.84
775,2026-05-27 00:48:34,50,Juan Castro,juan.castro81@gmail.com,58,Jean Oversize Negro,2,94.46,188.92
776,2026-05-14 14:47:22,17,Pedro Gomez,pedro.gomez67@gmail.com,159,Medias Blancas,1,52.83,52.83
777,2026-05-25 18:00:16,66,Daniel Cruz,daniel.cruz12@gmail.com,199,Conjunto Urban Negro,3,60.09,180.27
778,2026-05-18 10:17:51,94,Valeria Flores,valeria.flores75@gmail.com,20,Camiseta Monocromatica,2,42.4,84.8
779,2026-05-14 10:13:14,8,Paula Benitez,paula.benitez90@gmail.com,104,Chaqueta Bomber Verde,4,67.48,269.92
780,2026-05-22 20:26:08,40,Luis Castro,luis.castro1@gmail.com,37,Camisa Loose Fit Gris,3,65.69,197.07
781,2026-05-29 09:36:24,80,Mateo Gomez,mateo.gomez40@gmail.com,109,Chaqueta Oversize Gris,5,74.33,371.65
782,2026-05-31 04:31:42,58,Carlos Vega,carlos.vega32@gmail.com,174,Sneakers Minimalistas,3,73.38,220.14
783,2026-05-01 07:10:54,74,Ana Mora,ana.mora16@gmail.com,46,Jean Skinny Negro,4,78.02,312.08
784,2026-05-07 22:54:23,1,Jose Suarez,jose.suarez11@gmail.com,39,Camisa Estampada Negra,3,68.43,205.29
785,2026-05-22 18:44:29,21,Lucia Suarez,lucia.suarez43@gmail.com,200,Chompa Retro Blanco,1,62.0,62.0
786,2026-05-16 04:51:11,5,Daniel Acosta,daniel.acosta85@gmail.com,184,Conjunto Minimalista Rojo,4,31.44,125.76
787,2026-05-31 11:14:09,15,Jose Castro,jose.castro82@gmail.com,193,Tank Top Streetwear Gris,4,48.63,194.52
788,2026-05-11 13:32:11,12,Sofia Gomez,sofia.gomez66@gmail.com,177,Tenis Deportivos Blancos,3,77.49,232.47
789,2026-05-06 06:13:27,62,Diego Perez,diego.perez69@gmail.com,144,Gorra Azul,4,32.28,129.12
790,2026-05-10 09:26:09,57,Luis Acosta,luis.acosta47@gmail.com,74,Pantalon Slim Fit Gris,4,26.38,105.52
791,2026-05-12 08:23:34,99,Valeria Herrera,valeria.herrera1@gmail.com,68,Pantalon Wide Leg Beige,5,18.16,90.8
792,2026-05-04 14:26:35,94,Valeria Flores,valeria.flores75@gmail.com,105,Chaqueta Cuero Negra,4,68.85,275.4
793,2026-05-17 00:23:46,8,Paula Benitez,paula.benitez90@gmail.com,59,Jean Urban Denim,1,95.83,95.83
794,2026-05-02 17:30:07,84,Daniel Flores,daniel.flores75@gmail.com,36,Camisa Slim Fit Blanca,4,64.32,257.28
795,2026-05-04 16:20:24,2,Carlos Suarez,carlos.suarez87@gmail.com,144,Gorra Azul,3,32.28,96.84
796,2026-05-12 11:25:29,40,Luis Castro,luis.castro1@gmail.com,11,Camiseta Retro 90s,3,30.07,90.21
797,2026-05-16 00:09:54,52,Camila Mora,camila.mora82@gmail.com,59,Jean Urban Denim,1,95.83,95.83
798,2026-05-07 16:08:03,92,Paula Torres,paula.torres53@gmail.com,115,Chaqueta Vintage Denim,3,82.55,247.65
799,2026-05-29 03:02:30,56,Luis Cruz,luis.cruz91@gmail.com,131,Short Vintage Denim,3,104.47,313.41
800,2026-05-23 11:27:57,47,Valeria Benitez,valeria.benitez19@gmail.com,196,Polo Acid Wash Morado,4,54.36,217.44
801,2026-05-31 04:12:19,19,Diana Romero,diana.romero86@gmail.com,179,Zapatillas Techwear,3,80.23,240.69
802,2026-05-09 09:39:22,11,Ana Flores,ana.flores99@gmail.com,56,Jean Streetwear Gris,4,91.72,366.88
803,2026-05-19 10:41:14,57,Luis Acosta,luis.acosta47@gmail.com,142,Gorra Blanca,5,29.54,147.7
804,2026-05-17 23:39:46,68,Miguel Rojas,miguel.rojas85@gmail.com,69,Pantalon Streetwear Gris,1,19.53,19.53
805,2026-05-06 17:42:45,77,Jose Lopez,jose.lopez69@gmail.com,155,Lentes Urbanos,2,47.35,94.7
806,2026-05-30 07:31:17,19,Diana Romero,diana.romero86@gmail.com,183,Tank Top Streetwear Azul,2,29.53,59.06
807,2026-05-17 04:52:28,76,Maria Gomez,maria.gomez80@gmail.com,62,Pantalon Cargo Beige,2,99.94,199.88
808,2026-05-19 06:58:18,51,Daniel Gomez,daniel.gomez14@gmail.com,174,Sneakers Minimalistas,1,73.38,73.38
809,2026-05-05 00:32:32,21,Lucia Suarez,lucia.suarez43@gmail.com,182,Sudadera Vintage Blanco,3,27.62,82.86
810,2026-05-18 00:43:32,75,Miguel Vega,miguel.vega53@gmail.com,59,Jean Urban Denim,5,95.83,479.15
811,2026-05-31 23:53:57,80,Mateo Gomez,mateo.gomez40@gmail.com,88,Hoodie Streetwear Blanco,4,45.56,182.24
812,2026-05-02 11:03:05,49,Miguel Benitez,miguel.benitez4@gmail.com,162,Zapatillas Urbanas Negras,4,56.94,227.76
813,2026-05-08 16:32:30,22,Emily Perez,emily.perez82@gmail.com,154,Lentes Vintage,1,45.98,45.98
814,2026-05-11 23:57:00,11,Ana Flores,ana.flores99@gmail.com,14,Camiseta Boxy Fit,4,34.18,136.72
815,2026-05-21 07:55:43,50,Juan Castro,juan.castro81@gmail.com,62,Pantalon Cargo Beige,2,99.94,199.88
816,2026-05-23 03:32:27,5,Daniel Acosta,daniel.acosta85@gmail.com,81,Hoodie Oversize Negro,4,35.97,143.88
817,2026-05-16 19:07:47,50,Juan Castro,juan.castro81@gmail.com,185,Chompa Graphic Verde,2,33.35,66.7
818,2026-05-13 14:16:34,29,Mateo Romero,mateo.romero24@gmail.com,46,Jean Skinny Negro,5,78.02,390.1
819,2026-05-13 17:40:36,88,Sofia Paspuel,sofia.paspuel45@gmail.com,65,Pantalon Jogger Negro,5,104.05,520.25
820,2026-05-02 13:08:35,65,Paula Vega,paula.vega31@gmail.com,2,Camiseta Basica Blanca,1,17.74,17.74
821,2026-05-07 23:16:09,44,Fernanda Torres,fernanda.torres34@gmail.com,144,Gorra Azul,4,32.28,129.12
822,2026-05-30 17:02:59,2,Carlos Suarez,carlos.suarez87@gmail.com,31,Camisa Coreana Blanca,2,57.47,114.94
823,2026-05-20 01:18:31,59,Luis Paspuel,luis.paspuel81@gmail.com,12,Camiseta Minimalista Beige,4,31.44,125.76
824,2026-05-06 11:02:56,66,Daniel Cruz,daniel.cruz12@gmail.com,141,Gorra Negra,3,28.17,84.51
825,2026-05-10 10:31:21,26,Pedro Castro,pedro.castro94@gmail.com,20,Camiseta Monocromatica,5,42.4,212.0
826,2026-05-09 00:50:14,79,Valeria Cruz,valeria.cruz58@gmail.com,22,Camisa Formal Negra,2,45.14,90.28
827,2026-05-18 19:18:02,88,Sofia Paspuel,sofia.paspuel45@gmail.com,136,Short Urban Gray,5,21.32,106.6
828,2026-05-26 14:17:37,6,Andres Flores,andres.flores67@gmail.com,49,Jean Recto Azul,5,82.13,410.65
829,2026-05-24 07:16:07,92,Paula Torres,paula.torres53@gmail.com,131,Short Vintage Denim,4,104.47,417.88
830,2026-05-06 02:49:36,4,Pedro Salazar,pedro.salazar91@gmail.com,104,Chaqueta Bomber Verde,1,67.48,67.48
831,2026-05-12 02:25:56,57,Luis Acosta,luis.acosta47@gmail.com,131,Short Vintage Denim,5,104.47,522.35
832,2026-05-21 15:49:56,79,Valeria Cruz,valeria.cruz58@gmail.com,74,Pantalon Slim Fit Gris,1,26.38,26.38
833,2026-05-08 16:37:38,20,Carlos Lopez,carlos.lopez18@gmail.com,136,Short Urban Gray,2,21.32,42.64
834,2026-05-27 12:25:42,78,Emily Herrera,emily.herrera26@gmail.com,71,Pantalon Formal Azul,3,22.27,66.81
835,2026-05-31 19:53:52,48,Miguel Torres,miguel.torres90@gmail.com,5,Camiseta Vintage Roja,1,21.85,21.85
836,2026-05-26 16:07:12,69,Lucia Herrera,lucia.herrera62@gmail.com,42,Jean Baggy Azul Oscuro,1,72.54,72.54
837,2026-05-14 20:31:30,94,Valeria Flores,valeria.flores75@gmail.com,84,Hoodie Oversize Beige,5,40.08,200.4
838,2026-05-23 07:41:21,56,Luis Cruz,luis.cruz91@gmail.com,36,Camisa Slim Fit Blanca,5,64.32,321.6
839,2026-05-08 11:53:58,32,Pedro Cruz,pedro.cruz61@gmail.com,68,Pantalon Wide Leg Beige,2,18.16,36.32
840,2026-05-06 01:33:23,74,Ana Mora,ana.mora16@gmail.com,9,Camiseta Graphic Dragon,2,27.33,54.66
841,2026-05-30 14:20:30,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,39,Camisa Estampada Negra,4,68.43,273.72
842,2026-05-20 01:15:12,6,Andres Flores,andres.flores67@gmail.com,9,Camiseta Graphic Dragon,5,27.33,136.65
843,2026-05-22 07:30:48,85,Fernanda Herrera,fernanda.herrera13@gmail.com,140,Short Cargo Gris,3,26.8,80.4
844,2026-05-09 14:21:16,95,Ana Cruz,ana.cruz50@gmail.com,9,Camiseta Graphic Dragon,3,27.33,81.99
845,2026-05-23 21:00:50,62,Diego Perez,diego.perez69@gmail.com,11,Camiseta Retro 90s,1,30.07,30.07
846,2026-05-27 05:34:47,37,Camila Rojas,camila.rojas50@gmail.com,142,Gorra Blanca,2,29.54,59.08
847,2026-05-20 08:52:30,17,Pedro Gomez,pedro.gomez67@gmail.com,98,Hoodie Retro Purple,3,59.26,177.78
848,2026-05-05 12:30:52,3,Daniel Suarez,daniel.suarez49@gmail.com,47,Jean Cargo Verde,2,79.39,158.78
849,2026-05-25 07:24:15,82,Sofia Romero,sofia.romero21@gmail.com,66,Pantalon Jogger Azul,2,15.42,30.84
850,2026-05-12 10:18:47,92,Paula Torres,paula.torres53@gmail.com,137,Short Minimalista Blanco,5,22.69,113.45
851,2026-05-12 23:19:39,52,Camila Mora,camila.mora82@gmail.com,12,Camiseta Minimalista Beige,5,31.44,157.2
852,2026-05-01 14:17:26,40,Luis Castro,luis.castro1@gmail.com,188,Tank Top Loose Fit Cafe,1,39.08,39.08
853,2026-05-13 16:15:53,16,Miguel Romero,miguel.romero59@gmail.com,197,Sudadera Boxy Fit Celeste,5,56.27,281.35
854,2026-05-06 12:37:32,17,Pedro Gomez,pedro.gomez67@gmail.com,151,Cadena Dorada,1,41.87,41.87
855,2026-05-27 20:26:32,62,Diego Perez,diego.perez69@gmail.com,136,Short Urban Gray,5,21.32,106.6
856,2026-05-10 18:56:44,35,Ana Lopez,ana.lopez61@gmail.com,44,Jean Baggy Gris,4,75.28,301.12
857,2026-05-12 04:40:51,14,Luis Flores,luis.flores15@gmail.com,28,Camisa Casual Verde,5,53.36,266.8
858,2026-05-17 16:34:19,41,Luis Gomez,luis.gomez94@gmail.com,119,Chaqueta Windbreaker Azul,1,88.03,88.03
859,2026-05-25 17:39:55,78,Emily Herrera,emily.herrera26@gmail.com,89,Hoodie Streetwear Negro,2,46.93,93.86
860,2026-05-11 10:09:19,85,Fernanda Herrera,fernanda.herrera13@gmail.com,124,Short Baggy Beige,5,94.88,474.4
861,2026-05-16 23:48:52,31,Jose Perez,jose.perez2@gmail.com,184,Conjunto Minimalista Rojo,3,31.44,94.32
862,2026-05-15 19:07:11,7,Miguel Flores,miguel.flores68@gmail.com,82,Hoodie Oversize Blanco,2,37.34,74.68
863,2026-05-13 17:56:18,27,Luis Mora,luis.mora33@gmail.com,198,Tank Top Loose Fit Color191,2,58.18,116.36
864,2026-05-26 12:19:41,52,Camila Mora,camila.mora82@gmail.com,78,Pantalon Recto Beige,3,31.86,95.58
865,2026-05-31 18:51:12,18,Diego Lopez,diego.lopez92@gmail.com,8,Camiseta Anime Tokyo,3,25.96,77.88
866,2026-05-24 07:54:57,12,Sofia Gomez,sofia.gomez66@gmail.com,192,Sudadera Vintage Verde,5,46.72,233.6
867,2026-05-03 03:56:33,39,Ana Castro,ana.castro27@gmail.com,127,Short Basketball Rojo,3,98.99,296.97
868,2026-05-25 19:12:41,79,Valeria Cruz,valeria.cruz58@gmail.com,160,Medias Negras,3,54.2,162.6
869,2026-05-24 12:33:40,85,Fernanda Herrera,fernanda.herrera13@gmail.com,142,Gorra Blanca,4,29.54,118.16
870,2026-05-13 09:29:20,10,Sofia Torres,sofia.torres60@gmail.com,136,Short Urban Gray,2,21.32,42.64
871,2026-05-11 04:47:35,34,Camila Paspuel,camila.paspuel92@gmail.com,63,Pantalon Cargo Verde,4,101.31,405.24
872,2026-05-27 05:57:28,91,Camila Acosta,camila.acosta41@gmail.com,4,Camiseta Oversize Blanca,5,20.48,102.4
873,2026-05-25 04:46:23,52,Camila Mora,camila.mora82@gmail.com,62,Pantalon Cargo Beige,1,99.94,99.94
874,2026-05-19 02:07:24,99,Valeria Herrera,valeria.herrera1@gmail.com,52,Jean Vintage Wash,1,86.24,86.24
875,2026-05-18 04:54:08,22,Emily Perez,emily.perez82@gmail.com,177,Tenis Deportivos Blancos,1,77.49,77.49
876,2026-05-25 10:13:47,33,Emily Ruiz,emily.ruiz87@gmail.com,54,Jean Relaxed Fit Negro,2,88.98,177.96
877,2026-05-09 05:49:41,56,Luis Cruz,luis.cruz91@gmail.com,163,Zapatillas Running Azul,1,58.31,58.31
878,2026-05-04 17:51:56,42,Fernanda Navarro,fernanda.navarro34@gmail.com,175,Sneakers Skate Azules,3,74.75,224.25
879,2026-05-28 22:36:11,69,Lucia Herrera,lucia.herrera62@gmail.com,63,Pantalon Cargo Verde,5,101.31,506.55
880,2026-05-18 12:14:29,98,Ana Navarro,ana.navarro44@gmail.com,153,Pulsera Acero,4,44.61,178.44
881,2026-05-23 10:51:18,56,Luis Cruz,luis.cruz91@gmail.com,59,Jean Urban Denim,3,95.83,287.49
882,2026-05-30 15:47:55,25,Diego Suarez,diego.suarez45@gmail.com,158,Riñonera Gris,2,51.46,102.92
883,2026-05-07 03:23:46,27,Luis Mora,luis.mora33@gmail.com,123,Short Baggy Negro,2,93.51,187.02
884,2026-05-26 21:16:27,54,Diego Flores,diego.flores78@gmail.com,126,Short Running Azul,4,97.62,390.48
885,2026-05-19 03:22:13,94,Valeria Flores,valeria.flores75@gmail.com,156,Mochila Streetwear,3,48.72,146.16
886,2026-05-09 22:50:59,55,Ana Acosta,ana.acosta99@gmail.com,130,Short Casual Blanco,1,103.1,103.1
887,2026-05-28 17:28:01,81,Carlos Perez,carlos.perez8@gmail.com,47,Jean Cargo Verde,4,79.39,317.56
888,2026-05-03 07:14:11,6,Andres Flores,andres.flores67@gmail.com,71,Pantalon Formal Azul,1,22.27,22.27
889,2026-05-23 08:58:18,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,169,Zapatos Casuales Beige,1,66.53,66.53
890,2026-05-01 05:41:43,8,Paula Benitez,paula.benitez90@gmail.com,45,Jean Skinny Azul,2,76.65,153.3
891,2026-05-24 12:59:40,2,Carlos Suarez,carlos.suarez87@gmail.com,194,Conjunto Minimalista Beige,1,50.54,50.54
892,2026-05-01 06:10:28,44,Fernanda Torres,fernanda.torres34@gmail.com,175,Sneakers Skate Azules,5,74.75,373.75
893,2026-05-24 11:13:27,100,Ana Torres,ana.torres87@gmail.com,194,Conjunto Minimalista Beige,3,50.54,151.62
894,2026-05-01 16:00:57,51,Daniel Gomez,daniel.gomez14@gmail.com,148,Cinturon Negro,2,37.76,75.52
895,2026-05-13 23:39:01,74,Ana Mora,ana.mora16@gmail.com,5,Camiseta Vintage Roja,2,21.85,43.7
896,2026-05-25 23:01:40,95,Ana Cruz,ana.cruz50@gmail.com,45,Jean Skinny Azul,1,76.65,76.65
897,2026-05-27 00:48:41,57,Luis Acosta,luis.acosta47@gmail.com,149,Cinturon Marron,4,39.13,156.52
898,2026-05-14 01:38:50,17,Pedro Gomez,pedro.gomez67@gmail.com,60,Jean Acid Wash,3,97.2,291.6
899,2026-05-29 17:06:15,28,Fernanda Acosta,fernanda.acosta52@gmail.com,70,Pantalon Streetwear Negro,4,20.9,83.6
900,2026-05-08 21:24:22,61,Ana Benitez,ana.benitez19@gmail.com,91,Hoodie Essentials Arena,4,49.67,198.68
901,2026-05-15 15:25:23,46,Daniel Mora,daniel.mora2@gmail.com,67,Pantalon Wide Leg Negro,5,16.79,83.95
902,2026-05-28 19:43:56,43,Jose Rojas,jose.rojas67@gmail.com,100,Hoodie Monocromatico,4,62.0,248.0
903,2026-05-03 01:34:47,60,Diana Torres,diana.torres20@gmail.com,109,Chaqueta Oversize Gris,2,74.33,148.66
904,2026-05-10 10:46:16,14,Luis Flores,luis.flores15@gmail.com,182,Sudadera Vintage Blanco,4,27.62,110.48
905,2026-05-31 12:21:21,90,Andres Ruiz,andres.ruiz70@gmail.com,171,Sneakers Retro Gris,5,69.27,346.35
906,2026-05-17 22:23:07,41,Luis Gomez,luis.gomez94@gmail.com,118,Chaqueta Utility Beige,4,86.66,346.64
907,2026-05-14 09:09:43,85,Fernanda Herrera,fernanda.herrera13@gmail.com,116,Chaqueta Cargo Negra,3,83.92,251.76
908,2026-05-29 02:06:14,80,Mateo Gomez,mateo.gomez40@gmail.com,44,Jean Baggy Gris,3,75.28,225.84
909,2026-05-05 03:04:56,15,Jose Castro,jose.castro82@gmail.com,78,Pantalon Recto Beige,3,31.86,95.58
910,2026-05-13 23:35:21,43,Jose Rojas,jose.rojas67@gmail.com,94,Hoodie Boxy Fit Negro,2,53.78,107.56
911,2026-05-18 04:10:40,81,Carlos Perez,carlos.perez8@gmail.com,2,Camiseta Basica Blanca,4,17.74,70.96
912,2026-05-04 21:41:05,95,Ana Cruz,ana.cruz50@gmail.com,29,Camisa Casual Gris,5,54.73,273.65
913,2026-05-18 21:50:11,68,Miguel Rojas,miguel.rojas85@gmail.com,19,Camiseta Distressed,5,41.03,205.15
914,2026-05-07 07:06:03,93,Fernanda Benitez,fernanda.benitez10@gmail.com,136,Short Urban Gray,5,21.32,106.6
915,2026-05-23 00:17:27,81,Carlos Perez,carlos.perez8@gmail.com,3,Camiseta Oversize Negra,1,19.11,19.11
916,2026-05-15 00:38:00,63,Luis Salazar,luis.salazar83@gmail.com,187,Sudadera Boxy Fit Beige,5,37.17,185.85
917,2026-05-28 09:41:08,2,Carlos Suarez,carlos.suarez87@gmail.com,147,Beanie Blanco,2,36.39,72.78
918,2026-05-22 23:12:50,56,Luis Cruz,luis.cruz91@gmail.com,13,Camiseta Acid Wash,4,32.81,131.24
919,2026-05-19 11:05:19,78,Emily Herrera,emily.herrera26@gmail.com,43,Jean Baggy Negro,5,73.91,369.55
920,2026-05-30 18:08:34,80,Mateo Gomez,mateo.gomez40@gmail.com,98,Hoodie Retro Purple,5,59.26,296.3
921,2026-05-11 10:49:53,86,Maria Flores,maria.flores52@gmail.com,65,Pantalon Jogger Negro,1,104.05,104.05
922,2026-05-26 03:22:30,29,Mateo Romero,mateo.romero24@gmail.com,163,Zapatillas Running Azul,3,58.31,174.93
923,2026-05-25 22:37:13,78,Emily Herrera,emily.herrera26@gmail.com,34,Camisa Streetwear Negra,2,61.58,123.16
924,2026-05-29 10:32:37,9,Miguel Mora,miguel.mora18@gmail.com,67,Pantalon Wide Leg Negro,2,16.79,33.58
925,2026-05-14 00:36:15,69,Lucia Herrera,lucia.herrera62@gmail.com,48,Jean Cargo Beige,5,80.76,403.8
926,2026-05-23 11:21:57,4,Pedro Salazar,pedro.salazar91@gmail.com,200,Chompa Retro Blanco,3,62.0,186.0
927,2026-05-30 04:57:29,73,Miguel Navarro,miguel.navarro4@gmail.com,171,Sneakers Retro Gris,5,69.27,346.35
928,2026-05-17 17:07:33,93,Fernanda Benitez,fernanda.benitez10@gmail.com,94,Hoodie Boxy Fit Negro,4,53.78,215.12
929,2026-05-19 20:53:59,55,Ana Acosta,ana.acosta99@gmail.com,148,Cinturon Negro,5,37.76,188.8
930,2026-05-31 22:28:40,96,Mateo Mora,mateo.mora34@gmail.com,158,Riñonera Gris,4,51.46,205.84
931,2026-05-07 03:31:57,98,Ana Navarro,ana.navarro44@gmail.com,70,Pantalon Streetwear Negro,1,20.9,20.9
932,2026-05-25 15:53:15,96,Mateo Mora,mateo.mora34@gmail.com,119,Chaqueta Windbreaker Azul,2,88.03,176.06
933,2026-05-28 17:40:46,32,Pedro Cruz,pedro.cruz61@gmail.com,4,Camiseta Oversize Blanca,5,20.48,102.4
934,2026-05-12 13:51:21,56,Luis Cruz,luis.cruz91@gmail.com,157,Bolso Crossbody Negro,2,50.09,100.18
935,2026-05-15 06:08:22,81,Carlos Perez,carlos.perez8@gmail.com,87,Hoodie Vintage Gris,3,44.19,132.57
936,2026-05-14 14:54:57,77,Jose Lopez,jose.lopez69@gmail.com,24,Camisa Flannel Azul,4,47.88,191.52
937,2026-05-31 03:51:29,51,Daniel Gomez,daniel.gomez14@gmail.com,156,Mochila Streetwear,5,48.72,243.6
938,2026-05-18 15:24:38,58,Carlos Vega,carlos.vega32@gmail.com,109,Chaqueta Oversize Gris,2,74.33,148.66
939,2026-05-18 05:44:23,10,Sofia Torres,sofia.torres60@gmail.com,113,Chaqueta Streetwear Verde,1,79.81,79.81
940,2026-05-28 09:11:04,32,Pedro Cruz,pedro.cruz61@gmail.com,28,Camisa Casual Verde,5,53.36,266.8
941,2026-05-27 02:45:38,18,Diego Lopez,diego.lopez92@gmail.com,123,Short Baggy Negro,5,93.51,467.55
942,2026-05-29 23:11:52,11,Ana Flores,ana.flores99@gmail.com,2,Camiseta Basica Blanca,5,17.74,88.7
943,2026-05-18 01:03:27,97,Diego Rojas,diego.rojas44@gmail.com,199,Conjunto Urban Negro,4,60.09,240.36
944,2026-05-12 02:36:20,91,Camila Acosta,camila.acosta41@gmail.com,158,Riñonera Gris,3,51.46,154.38
945,2026-05-23 07:53:10,43,Jose Rojas,jose.rojas67@gmail.com,15,Camiseta Oversize Gris,5,35.55,177.75
946,2026-05-02 03:26:46,74,Ana Mora,ana.mora16@gmail.com,108,Chaqueta Oversize Beige,4,72.96,291.84
947,2026-05-11 04:41:04,95,Ana Cruz,ana.cruz50@gmail.com,126,Short Running Azul,2,97.62,195.24
948,2026-05-16 22:25:24,42,Fernanda Navarro,fernanda.navarro34@gmail.com,70,Pantalon Streetwear Negro,1,20.9,20.9
949,2026-05-21 04:30:06,97,Diego Rojas,diego.rojas44@gmail.com,160,Medias Negras,1,54.2,54.2
950,2026-05-21 02:26:58,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,143,Gorra Roja,3,30.91,92.73
951,2026-05-24 01:42:22,4,Pedro Salazar,pedro.salazar91@gmail.com,22,Camisa Formal Negra,3,45.14,135.42
952,2026-05-25 23:03:40,39,Ana Castro,ana.castro27@gmail.com,153,Pulsera Acero,1,44.61,44.61
953,2026-05-18 08:48:04,99,Valeria Herrera,valeria.herrera1@gmail.com,141,Gorra Negra,3,28.17,84.51
954,2026-05-06 11:05:49,62,Diego Perez,diego.perez69@gmail.com,123,Short Baggy Negro,4,93.51,374.04
955,2026-05-19 11:50:10,54,Diego Flores,diego.flores78@gmail.com,109,Chaqueta Oversize Gris,2,74.33,148.66
956,2026-05-19 23:26:47,59,Luis Paspuel,luis.paspuel81@gmail.com,34,Camisa Streetwear Negra,5,61.58,307.9
957,2026-05-07 03:51:52,64,Emily Salazar,emily.salazar93@gmail.com,149,Cinturon Marron,3,39.13,117.39
958,2026-05-07 06:41:58,7,Miguel Flores,miguel.flores68@gmail.com,122,Short Deportivo Gris,4,92.14,368.56
959,2026-05-18 06:13:10,69,Lucia Herrera,lucia.herrera62@gmail.com,188,Tank Top Loose Fit Cafe,2,39.08,78.16
960,2026-05-14 03:48:08,88,Sofia Paspuel,sofia.paspuel45@gmail.com,14,Camiseta Boxy Fit,4,34.18,136.72
961,2026-05-31 13:21:57,21,Lucia Suarez,lucia.suarez43@gmail.com,134,Short Skate Negro,3,18.58,55.74
962,2026-05-31 11:07:32,65,Paula Vega,paula.vega31@gmail.com,66,Pantalon Jogger Azul,5,15.42,77.1
963,2026-05-05 04:10:15,16,Miguel Romero,miguel.romero59@gmail.com,7,Camiseta Vintage Verde,2,24.59,49.18
964,2026-05-29 03:54:18,80,Mateo Gomez,mateo.gomez40@gmail.com,77,Pantalon Casual Cafe,4,30.49,121.96
965,2026-05-31 09:32:24,28,Fernanda Acosta,fernanda.acosta52@gmail.com,149,Cinturon Marron,1,39.13,39.13
966,2026-05-27 09:31:04,25,Diego Suarez,diego.suarez45@gmail.com,2,Camiseta Basica Blanca,5,17.74,88.7
967,2026-05-27 07:56:27,34,Camila Paspuel,camila.paspuel92@gmail.com,63,Pantalon Cargo Verde,5,101.31,506.55
968,2026-05-16 12:38:10,30,Lucia Acosta,lucia.acosta28@gmail.com,40,Camisa Denim Azul,5,69.8,349.0
969,2026-05-22 22:37:00,5,Daniel Acosta,daniel.acosta85@gmail.com,117,Chaqueta Casual Cafe,3,85.29,255.87
970,2026-05-03 07:45:47,39,Ana Castro,ana.castro27@gmail.com,145,Beanie Negro,3,33.65,100.95
971,2026-05-16 21:18:41,33,Emily Ruiz,emily.ruiz87@gmail.com,45,Jean Skinny Azul,3,76.65,229.95
972,2026-05-01 07:34:38,99,Valeria Herrera,valeria.herrera1@gmail.com,181,Polo Oversize Negro,3,25.71,77.13
973,2026-05-13 09:35:47,1,Jose Suarez,jose.suarez11@gmail.com,115,Chaqueta Vintage Denim,2,82.55,165.1
974,2026-05-11 20:53:36,30,Lucia Acosta,lucia.acosta28@gmail.com,114,Chaqueta Techwear Gris,1,81.18,81.18
975,2026-05-27 03:28:01,16,Miguel Romero,miguel.romero59@gmail.com,146,Beanie Gris,5,35.02,175.1
976,2026-05-19 22:35:34,76,Maria Gomez,maria.gomez80@gmail.com,50,Jean Recto Negro,4,83.5,334.0
977,2026-05-12 21:22:10,95,Ana Cruz,ana.cruz50@gmail.com,113,Chaqueta Streetwear Verde,2,79.81,159.62
978,2026-05-21 22:25:48,97,Diego Rojas,diego.rojas44@gmail.com,126,Short Running Azul,2,97.62,195.24
979,2026-05-13 15:43:22,16,Miguel Romero,miguel.romero59@gmail.com,126,Short Running Azul,5,97.62,488.1
980,2026-05-07 08:27:40,66,Daniel Cruz,daniel.cruz12@gmail.com,115,Chaqueta Vintage Denim,2,82.55,165.1
