id_venta,fecha,id_usuario,usuario,correo,id_producto,producto,cantidad,precio_unitario,total
6928,2026-05-25 09:38:41,91,Camila Acosta,camila.acosta41@gmail.com,117,Chaqueta Casual Cafe,4,85.29,341.16
6929,2026-05-20 21:23:45,64,Emily Salazar,emily.salazar93@gmail.com,20,Camiseta Monocromatica,5,42.4,212.0
6930,2026-05-06 12:27:48,85,Fernanda Herrera,fernanda.herrera13@gmail.com,93,Hoodie Zip Up Gris,3,52.41,157.23
6931,2026-05-14 05:41:08,22,Emily Perez,emily.perez82@gmail.com,194,Conjunto Minimalista Beige,1,50.54,50.54
6932,2026-05-12 07:55:08,7,Miguel Flores,miguel.flores68@gmail.com,30,Camisa Manga Corta Azul,2,56.1,112.2
6933,2026-05-08 01:55:25,19,Diana Romero,diana.romero86@gmail.com,126,Short Running Azul,1,97.62,97.62
6934,2026-05-02 18:18:40,80,Mateo Gomez,mateo.gomez40@gmail.com,120,Chaqueta Urban Black,2,89.4,178.8
6935,2026-05-07 03:48:22,11,Ana Flores,ana.flores99@gmail.com,184,Conjunto Minimalista Rojo,5,31.44,157.2
6936,2026-05-01 05:16:33,57,Luis Acosta,luis.acosta47@gmail.com,148,Cinturon Negro,5,37.76,188.8
6937,2026-05-24 20:21:39,16,Miguel Romero,miguel.romero59@gmail.com,188,Tank Top Loose Fit Cafe,1,39.08,39.08
6938,2026-05-02 19:57:06,86,Maria Flores,maria.flores52@gmail.com,174,Sneakers Minimalistas,4,73.38,293.52
6939,2026-05-02 22:38:02,5,Daniel Acosta,daniel.acosta85@gmail.com,36,Camisa Slim Fit Blanca,5,64.32,321.6
6940,2026-05-02 21:27:13,52,Camila Mora,camila.mora82@gmail.com,94,Hoodie Boxy Fit Negro,1,53.78,53.78
6941,2026-05-28 01:06:21,77,Jose Lopez,jose.lopez69@gmail.com,171,Sneakers Retro Gris,2,69.27,138.54
6942,2026-05-27 20:29:10,86,Maria Flores,maria.flores52@gmail.com,5,Camiseta Vintage Roja,5,21.85,109.25
6943,2026-05-08 22:50:13,48,Miguel Torres,miguel.torres90@gmail.com,164,Zapatillas Running Rojas,2,59.68,119.36
6944,2026-05-28 16:27:06,1,Jose Suarez,jose.suarez11@gmail.com,109,Chaqueta Oversize Gris,1,74.33,74.33
6945,2026-05-22 17:51:58,88,Sofia Paspuel,sofia.paspuel45@gmail.com,17,Camiseta Skate,3,38.29,114.87
6946,2026-05-31 06:44:08,43,Jose Rojas,jose.rojas67@gmail.com,169,Zapatos Casuales Beige,3,66.53,199.59
6947,2026-05-10 00:10:27,74,Ana Mora,ana.mora16@gmail.com,198,Tank Top Loose Fit Color191,3,58.18,174.54
6948,2026-05-09 16:55:20,72,Mateo Paspuel,mateo.paspuel64@gmail.com,168,Botas Urbanas Negras,1,65.16,65.16
6949,2026-05-01 23:32:40,19,Diana Romero,diana.romero86@gmail.com,58,Jean Oversize Negro,1,94.46,94.46
6950,2026-05-16 15:54:09,65,Paula Vega,paula.vega31@gmail.com,199,Conjunto Urban Negro,5,60.09,300.45
6951,2026-05-24 02:03:21,25,Diego Suarez,diego.suarez45@gmail.com,100,Hoodie Monocromatico,5,62.0,310.0
6952,2026-05-27 14:21:38,41,Luis Gomez,luis.gomez94@gmail.com,172,Sneakers Chunky Blancos,1,70.64,70.64
6953,2026-05-28 04:05:58,43,Jose Rojas,jose.rojas67@gmail.com,157,Bolso Crossbody Negro,4,50.09,200.36
6954,2026-05-03 08:06:10,19,Diana Romero,diana.romero86@gmail.com,132,Short Loose Fit Gris,4,15.84,63.36
6955,2026-05-31 21:25:05,34,Camila Paspuel,camila.paspuel92@gmail.com,19,Camiseta Distressed,1,41.03,41.03
6956,2026-05-05 07:41:48,71,Mateo Navarro,mateo.navarro72@gmail.com,28,Camisa Casual Verde,1,53.36,53.36
6957,2026-05-07 13:40:45,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,118,Chaqueta Utility Beige,5,86.66,433.3
6958,2026-05-15 11:45:35,67,Miguel Paspuel,miguel.paspuel30@gmail.com,35,Camisa Rayada Azul,4,62.95,251.8
6959,2026-05-30 03:52:24,56,Luis Cruz,luis.cruz91@gmail.com,80,Pantalon Relaxed Gris,3,34.6,103.8
6960,2026-05-14 04:18:41,77,Jose Lopez,jose.lopez69@gmail.com,131,Short Vintage Denim,3,104.47,313.41
6961,2026-05-24 18:15:35,60,Diana Torres,diana.torres20@gmail.com,18,Camiseta Hip Hop,4,39.66,158.64
6962,2026-05-13 17:09:41,48,Miguel Torres,miguel.torres90@gmail.com,78,Pantalon Recto Beige,3,31.86,95.58
6963,2026-05-28 11:50:02,13,Luis Lopez,luis.lopez65@gmail.com,5,Camiseta Vintage Roja,5,21.85,109.25
6964,2026-05-07 15:08:33,2,Carlos Suarez,carlos.suarez87@gmail.com,48,Jean Cargo Beige,4,80.76,323.04
6965,2026-05-14 12:40:08,18,Diego Lopez,diego.lopez92@gmail.com,177,Tenis Deportivos Blancos,4,77.49,309.96
6966,2026-05-15 21:58:38,4,Pedro Salazar,pedro.salazar91@gmail.com,199,Conjunto Urban Negro,1,60.09,60.09
6967,2026-05-05 15:06:52,18,Diego Lopez,diego.lopez92@gmail.com,46,Jean Skinny Negro,3,78.02,234.06
6968,2026-05-04 07:02:39,97,Diego Rojas,diego.rojas44@gmail.com,10,Camiseta Streetwear Urban,5,28.7,143.5
6969,2026-05-21 04:41:28,38,Lucia Castro,lucia.castro3@gmail.com,64,Pantalon Jogger Gris,3,102.68,308.04
6970,2026-05-15 00:21:40,47,Valeria Benitez,valeria.benitez19@gmail.com,129,Short Casual Azul,4,101.73,406.92
6971,2026-05-16 11:58:08,24,Jose Gomez,jose.gomez27@gmail.com,171,Sneakers Retro Gris,2,69.27,138.54
6972,2026-05-29 03:15:32,57,Luis Acosta,luis.acosta47@gmail.com,100,Hoodie Monocromatico,5,62.0,310.0
6973,2026-05-22 15:22:25,27,Luis Mora,luis.mora33@gmail.com,33,Camisa Oxford Celeste,5,60.21,301.05
6974,2026-05-02 12:21:28,82,Sofia Romero,sofia.romero21@gmail.com,112,Chaqueta Puffer Negra,4,78.44,313.76
6975,2026-05-22 08:35:55,31,Jose Perez,jose.perez2@gmail.com,109,Chaqueta Oversize Gris,4,74.33,297.32
6976,2026-05-22 06:36:08,87,Emily Paspuel,emily.paspuel93@gmail.com,42,Jean Baggy Azul Oscuro,2,72.54,145.08
6977,2026-05-15 21:45:02,39,Ana Castro,ana.castro27@gmail.com,45,Jean Skinny Azul,5,76.65,383.25
6978,2026-05-07 05:01:55,41,Luis Gomez,luis.gomez94@gmail.com,14,Camiseta Boxy Fit,5,34.18,170.9
6979,2026-05-24 11:57:25,93,Fernanda Benitez,fernanda.benitez10@gmail.com,5,Camiseta Vintage Roja,5,21.85,109.25
6980,2026-05-19 07:02:46,92,Paula Torres,paula.torres53@gmail.com,44,Jean Baggy Gris,4,75.28,301.12
6981,2026-05-25 06:03:03,91,Camila Acosta,camila.acosta41@gmail.com,32,Camisa Lino Beige,2,58.84,117.68
6982,2026-05-12 10:01:07,18,Diego Lopez,diego.lopez92@gmail.com,198,Tank Top Loose Fit Color191,3,58.18,174.54
6983,2026-05-21 20:08:17,34,Camila Paspuel,camila.paspuel92@gmail.com,99,Hoodie College Green,4,60.63,242.52
6984,2026-05-08 12:43:29,37,Camila Rojas,camila.rojas50@gmail.com,189,Conjunto Urban Morado,3,40.99,122.97
6985,2026-05-13 04:35:24,98,Ana Navarro,ana.navarro44@gmail.com,99,Hoodie College Green,2,60.63,121.26
6986,2026-05-02 11:00:57,95,Ana Cruz,ana.cruz50@gmail.com,91,Hoodie Essentials Arena,5,49.67,248.35
6987,2026-05-16 09:21:11,37,Camila Rojas,camila.rojas50@gmail.com,42,Jean Baggy Azul Oscuro,1,72.54,72.54
6988,2026-05-17 18:45:05,73,Miguel Navarro,miguel.navarro4@gmail.com,70,Pantalon Streetwear Negro,1,20.9,20.9
6989,2026-05-10 03:36:24,81,Carlos Perez,carlos.perez8@gmail.com,141,Gorra Negra,1,28.17,28.17
6990,2026-05-13 02:17:29,87,Emily Paspuel,emily.paspuel93@gmail.com,138,Short Monocromatico Negro,2,24.06,48.12
6991,2026-05-02 20:16:02,84,Daniel Flores,daniel.flores75@gmail.com,88,Hoodie Streetwear Blanco,1,45.56,45.56
6992,2026-05-20 00:38:07,17,Pedro Gomez,pedro.gomez67@gmail.com,96,Hoodie Techwear Gris,2,56.52,113.04
6993,2026-05-13 01:17:29,15,Jose Castro,jose.castro82@gmail.com,173,Sneakers Streetwear Negros,1,72.01,72.01
6994,2026-05-01 04:51:31,5,Daniel Acosta,daniel.acosta85@gmail.com,196,Polo Acid Wash Morado,4,54.36,217.44
6995,2026-05-27 21:55:57,20,Carlos Lopez,carlos.lopez18@gmail.com,73,Pantalon Deportivo Blanco,3,25.01,75.03
6996,2026-05-14 06:07:35,44,Fernanda Torres,fernanda.torres34@gmail.com,22,Camisa Formal Negra,3,45.14,135.42
6997,2026-05-09 05:40:33,21,Lucia Suarez,lucia.suarez43@gmail.com,150,Cadena Plateada,1,40.5,40.5
6998,2026-05-04 11:24:49,64,Emily Salazar,emily.salazar93@gmail.com,167,Botas Urbanas Cafe,5,63.79,318.95
6999,2026-05-27 07:36:28,57,Luis Acosta,luis.acosta47@gmail.com,114,Chaqueta Techwear Gris,1,81.18,81.18
7000,2026-05-23 00:04:51,70,Diana Ruiz,diana.ruiz90@gmail.com,7,Camiseta Vintage Verde,2,24.59,49.18
7001,2026-05-05 02:56:15,4,Pedro Salazar,pedro.salazar91@gmail.com,171,Sneakers Retro Gris,4,69.27,277.08
7002,2026-05-13 08:07:42,26,Pedro Castro,pedro.castro94@gmail.com,84,Hoodie Oversize Beige,3,40.08,120.24
7003,2026-05-02 13:28:06,35,Ana Lopez,ana.lopez61@gmail.com,52,Jean Vintage Wash,1,86.24,86.24
7004,2026-05-19 09:25:19,46,Daniel Mora,daniel.mora2@gmail.com,176,Sneakers Vintage Rojos,1,76.12,76.12
7005,2026-05-06 01:25:02,97,Diego Rojas,diego.rojas44@gmail.com,123,Short Baggy Negro,4,93.51,374.04
7006,2026-05-16 01:41:02,43,Jose Rojas,jose.rojas67@gmail.com,145,Beanie Negro,1,33.65,33.65
7007,2026-05-27 02:31:06,97,Diego Rojas,diego.rojas44@gmail.com,126,Short Running Azul,4,97.62,390.48
7008,2026-05-04 10:25:55,56,Luis Cruz,luis.cruz91@gmail.com,81,Hoodie Oversize Negro,1,35.97,35.97
7009,2026-05-07 09:23:26,11,Ana Flores,ana.flores99@gmail.com,133,Short Oversize Beige,1,17.21,17.21
7010,2026-05-16 00:55:45,1,Jose Suarez,jose.suarez11@gmail.com,187,Sudadera Boxy Fit Beige,1,37.17,37.17
7011,2026-05-26 21:52:11,44,Fernanda Torres,fernanda.torres34@gmail.com,152,Pulsera Cuero Negra,1,43.24,43.24
7012,2026-05-28 11:45:28,60,Diana Torres,diana.torres20@gmail.com,200,Chompa Retro Blanco,5,62.0,310.0
7013,2026-05-10 20:21:33,40,Luis Castro,luis.castro1@gmail.com,199,Conjunto Urban Negro,4,60.09,240.36
7014,2026-05-06 12:55:42,86,Maria Flores,maria.flores52@gmail.com,81,Hoodie Oversize Negro,2,35.97,71.94
7015,2026-05-12 17:52:34,40,Luis Castro,luis.castro1@gmail.com,19,Camiseta Distressed,2,41.03,82.06
7016,2026-05-05 13:04:52,22,Emily Perez,emily.perez82@gmail.com,178,Tenis Deportivos Negros,2,78.86,157.72
7017,2026-05-24 21:39:02,80,Mateo Gomez,mateo.gomez40@gmail.com,140,Short Cargo Gris,4,26.8,107.2
7018,2026-05-26 04:26:16,65,Paula Vega,paula.vega31@gmail.com,123,Short Baggy Negro,1,93.51,93.51
7019,2026-05-19 08:58:30,86,Maria Flores,maria.flores52@gmail.com,140,Short Cargo Gris,3,26.8,80.4
7020,2026-05-19 01:12:33,49,Miguel Benitez,miguel.benitez4@gmail.com,161,Zapatillas Urbanas Blancas,3,55.57,166.71
7021,2026-05-18 06:46:41,67,Miguel Paspuel,miguel.paspuel30@gmail.com,29,Camisa Casual Gris,3,54.73,164.19
7022,2026-05-10 08:28:09,46,Daniel Mora,daniel.mora2@gmail.com,62,Pantalon Cargo Beige,4,99.94,399.76
7023,2026-05-23 01:43:55,78,Emily Herrera,emily.herrera26@gmail.com,40,Camisa Denim Azul,2,69.8,139.6
7024,2026-05-12 09:11:31,24,Jose Gomez,jose.gomez27@gmail.com,20,Camiseta Monocromatica,4,42.4,169.6
7025,2026-05-07 07:16:55,18,Diego Lopez,diego.lopez92@gmail.com,45,Jean Skinny Azul,1,76.65,76.65
7026,2026-05-28 20:27:48,14,Luis Flores,luis.flores15@gmail.com,144,Gorra Azul,5,32.28,161.4
7027,2026-05-14 16:30:10,35,Ana Lopez,ana.lopez61@gmail.com,158,Riñonera Gris,3,51.46,154.38
7028,2026-05-03 04:29:25,33,Emily Ruiz,emily.ruiz87@gmail.com,171,Sneakers Retro Gris,5,69.27,346.35
7029,2026-05-24 04:29:19,76,Maria Gomez,maria.gomez80@gmail.com,200,Chompa Retro Blanco,3,62.0,186.0
7030,2026-05-24 12:06:28,59,Luis Paspuel,luis.paspuel81@gmail.com,49,Jean Recto Azul,1,82.13,82.13
7031,2026-05-20 02:13:17,71,Mateo Navarro,mateo.navarro72@gmail.com,25,Camisa Oversize Beige,4,49.25,197.0
7032,2026-05-05 08:45:32,40,Luis Castro,luis.castro1@gmail.com,190,Chompa Retro Celeste,1,42.9,42.9
7033,2026-05-27 03:54:10,35,Ana Lopez,ana.lopez61@gmail.com,127,Short Basketball Rojo,1,98.99,98.99
7034,2026-05-11 22:46:40,64,Emily Salazar,emily.salazar93@gmail.com,136,Short Urban Gray,1,21.32,21.32
7035,2026-05-30 21:32:46,96,Mateo Mora,mateo.mora34@gmail.com,120,Chaqueta Urban Black,2,89.4,178.8
7036,2026-05-16 09:53:49,75,Miguel Vega,miguel.vega53@gmail.com,150,Cadena Plateada,2,40.5,81.0
7037,2026-05-12 02:22:07,68,Miguel Rojas,miguel.rojas85@gmail.com,84,Hoodie Oversize Beige,2,40.08,80.16
7038,2026-05-19 05:28:48,81,Carlos Perez,carlos.perez8@gmail.com,46,Jean Skinny Negro,3,78.02,234.06
7039,2026-05-07 16:11:00,7,Miguel Flores,miguel.flores68@gmail.com,99,Hoodie College Green,5,60.63,303.15
7040,2026-05-29 18:57:38,68,Miguel Rojas,miguel.rojas85@gmail.com,149,Cinturon Marron,4,39.13,156.52
7041,2026-05-22 21:28:09,10,Sofia Torres,sofia.torres60@gmail.com,178,Tenis Deportivos Negros,2,78.86,157.72
7042,2026-05-10 06:41:14,13,Luis Lopez,luis.lopez65@gmail.com,27,Camisa Satinada Plateada,1,51.99,51.99
7043,2026-05-18 05:38:35,4,Pedro Salazar,pedro.salazar91@gmail.com,42,Jean Baggy Azul Oscuro,1,72.54,72.54
7044,2026-05-08 23:09:18,45,Fernanda Ruiz,fernanda.ruiz48@gmail.com,188,Tank Top Loose Fit Cafe,5,39.08,195.4
7045,2026-05-08 07:54:56,54,Diego Flores,diego.flores78@gmail.com,100,Hoodie Monocromatico,3,62.0,186.0
7046,2026-05-24 04:52:36,40,Luis Castro,luis.castro1@gmail.com,197,Sudadera Boxy Fit Celeste,2,56.27,112.54
7047,2026-05-06 23:09:16,81,Carlos Perez,carlos.perez8@gmail.com,59,Jean Urban Denim,2,95.83,191.66
7048,2026-05-30 00:31:02,71,Mateo Navarro,mateo.navarro72@gmail.com,108,Chaqueta Oversize Beige,3,72.96,218.88
7049,2026-05-19 19:27:44,72,Mateo Paspuel,mateo.paspuel64@gmail.com,200,Chompa Retro Blanco,1,62.0,62.0
7050,2026-05-03 08:18:20,61,Ana Benitez,ana.benitez19@gmail.com,135,Short Techwear Verde,5,19.95,99.75
7051,2026-05-25 10:20:21,63,Luis Salazar,luis.salazar83@gmail.com,146,Beanie Gris,1,35.02,35.02
7052,2026-05-09 03:25:36,54,Diego Flores,diego.flores78@gmail.com,188,Tank Top Loose Fit Cafe,3,39.08,117.24
7053,2026-05-25 01:29:39,61,Ana Benitez,ana.benitez19@gmail.com,113,Chaqueta Streetwear Verde,1,79.81,79.81
7054,2026-05-28 21:28:23,13,Luis Lopez,luis.lopez65@gmail.com,39,Camisa Estampada Negra,4,68.43,273.72
7055,2026-05-25 07:27:41,29,Mateo Romero,mateo.romero24@gmail.com,1,Camiseta Basica Negra,2,16.37,32.74
7056,2026-05-05 10:35:06,67,Miguel Paspuel,miguel.paspuel30@gmail.com,104,Chaqueta Bomber Verde,4,67.48,269.92
7057,2026-05-11 10:44:15,10,Sofia Torres,sofia.torres60@gmail.com,200,Chompa Retro Blanco,1,62.0,62.0
7058,2026-05-27 17:02:33,21,Lucia Suarez,lucia.suarez43@gmail.com,149,Cinturon Marron,1,39.13,39.13
7059,2026-05-20 19:27:00,85,Fernanda Herrera,fernanda.herrera13@gmail.com,89,Hoodie Streetwear Negro,3,46.93,140.79
7060,2026-05-05 10:38:19,36,Andres Rojas,andres.rojas47@gmail.com,157,Bolso Crossbody Negro,2,50.09,100.18
7061,2026-05-02 10:58:08,15,Jose Castro,jose.castro82@gmail.com,22,Camisa Formal Negra,4,45.14,180.56
7062,2026-05-06 13:40:37,44,Fernanda Torres,fernanda.torres34@gmail.com,7,Camiseta Vintage Verde,2,24.59,49.18
7063,2026-05-04 05:08:11,37,Camila Rojas,camila.rojas50@gmail.com,90,Hoodie Anime Tokyo,5,48.3,241.5
7064,2026-05-31 02:09:51,6,Andres Flores,andres.flores67@gmail.com,200,Chompa Retro Blanco,2,62.0,124.0
7065,2026-05-24 06:16:55,15,Jose Castro,jose.castro82@gmail.com,63,Pantalon Cargo Verde,2,101.31,202.62
7066,2026-05-05 04:38:28,48,Miguel Torres,miguel.torres90@gmail.com,157,Bolso Crossbody Negro,4,50.09,200.36
7067,2026-05-11 22:12:45,55,Ana Acosta,ana.acosta99@gmail.com,103,Chaqueta Bomber Negra,2,66.11,132.22
7068,2026-05-06 07:22:17,45,Fernanda Ruiz,fernanda.ruiz48@gmail.com,37,Camisa Loose Fit Gris,4,65.69,262.76
7069,2026-05-21 09:28:23,8,Paula Benitez,paula.benitez90@gmail.com,179,Zapatillas Techwear,1,80.23,80.23
7070,2026-05-09 05:14:28,82,Sofia Romero,sofia.romero21@gmail.com,140,Short Cargo Gris,4,26.8,107.2
7071,2026-05-26 20:14:17,43,Jose Rojas,jose.rojas67@gmail.com,33,Camisa Oxford Celeste,4,60.21,240.84
7072,2026-05-04 13:52:35,83,Maria Castro,maria.castro9@gmail.com,144,Gorra Azul,2,32.28,64.56
7073,2026-05-09 15:31:34,96,Mateo Mora,mateo.mora34@gmail.com,72,Pantalon Formal Negro,2,23.64,47.28
7074,2026-05-27 19:52:31,71,Mateo Navarro,mateo.navarro72@gmail.com,48,Jean Cargo Beige,2,80.76,161.52
7075,2026-05-04 08:27:11,18,Diego Lopez,diego.lopez92@gmail.com,114,Chaqueta Techwear Gris,2,81.18,162.36
7076,2026-05-25 07:44:33,61,Ana Benitez,ana.benitez19@gmail.com,2,Camiseta Basica Blanca,5,17.74,88.7
7077,2026-05-12 00:45:14,6,Andres Flores,andres.flores67@gmail.com,25,Camisa Oversize Beige,1,49.25,49.25
7078,2026-05-25 13:35:53,59,Luis Paspuel,luis.paspuel81@gmail.com,174,Sneakers Minimalistas,4,73.38,293.52
7079,2026-05-18 21:00:19,53,Fernanda Paspuel,fernanda.paspuel45@gmail.com,196,Polo Acid Wash Morado,3,54.36,163.08
7080,2026-05-04 08:22:27,31,Jose Perez,jose.perez2@gmail.com,70,Pantalon Streetwear Negro,5,20.9,104.5
7081,2026-05-14 08:11:46,58,Carlos Vega,carlos.vega32@gmail.com,99,Hoodie College Green,3,60.63,181.89
7082,2026-05-12 00:29:38,26,Pedro Castro,pedro.castro94@gmail.com,185,Chompa Graphic Verde,4,33.35,133.4
7083,2026-05-04 07:39:25,81,Carlos Perez,carlos.perez8@gmail.com,196,Polo Acid Wash Morado,1,54.36,54.36
7084,2026-05-02 07:42:18,22,Emily Perez,emily.perez82@gmail.com,20,Camiseta Monocromatica,1,42.4,42.4
7085,2026-05-12 06:43:45,42,Fernanda Navarro,fernanda.navarro34@gmail.com,19,Camiseta Distressed,5,41.03,205.15
7086,2026-05-02 07:34:12,29,Mateo Romero,mateo.romero24@gmail.com,171,Sneakers Retro Gris,5,69.27,346.35
7087,2026-05-11 17:57:41,99,Valeria Herrera,valeria.herrera1@gmail.com,120,Chaqueta Urban Black,5,89.4,447.0
7088,2026-05-26 00:37:16,100,Ana Torres,ana.torres87@gmail.com,101,Chaqueta Denim Azul Claro,3,63.37,190.11
7089,2026-05-06 01:24:36,10,Sofia Torres,sofia.torres60@gmail.com,84,Hoodie Oversize Beige,4,40.08,160.32
7090,2026-05-15 05:47:07,98,Ana Navarro,ana.navarro44@gmail.com,63,Pantalon Cargo Verde,5,101.31,506.55
7091,2026-05-14 02:10:28,49,Miguel Benitez,miguel.benitez4@gmail.com,38,Camisa Vintage Cafe,3,67.06,201.18
7092,2026-05-28 09:58:41,92,Paula Torres,paula.torres53@gmail.com,7,Camiseta Vintage Verde,5,24.59,122.95
7093,2026-05-27 19:06:07,78,Emily Herrera,emily.herrera26@gmail.com,134,Short Skate Negro,3,18.58,55.74
7094,2026-05-24 17:49:44,6,Andres Flores,andres.flores67@gmail.com,117,Chaqueta Casual Cafe,1,85.29,85.29
7095,2026-05-27 14:06:51,71,Mateo Navarro,mateo.navarro72@gmail.com,31,Camisa Coreana Blanca,4,57.47,229.88
7096,2026-05-21 02:29:56,8,Paula Benitez,paula.benitez90@gmail.com,10,Camiseta Streetwear Urban,4,28.7,114.8
7097,2026-05-24 21:43:37,41,Luis Gomez,luis.gomez94@gmail.com,175,Sneakers Skate Azules,1,74.75,74.75
7098,2026-05-03 06:56:11,100,Ana Torres,ana.torres87@gmail.com,147,Beanie Blanco,1,36.39,36.39
7099,2026-05-15 10:51:31,56,Luis Cruz,luis.cruz91@gmail.com,41,Jean Baggy Azul Claro,4,71.17,284.68
7100,2026-05-06 10:20:02,4,Pedro Salazar,pedro.salazar91@gmail.com,80,Pantalon Relaxed Gris,3,34.6,103.8
7101,2026-05-09 00:45:38,12,Sofia Gomez,sofia.gomez66@gmail.com,85,Hoodie Graphic Rojo,1,41.45,41.45
7102,2026-05-16 20:05:38,9,Miguel Mora,miguel.mora18@gmail.com,84,Hoodie Oversize Beige,1,40.08,40.08
7103,2026-05-25 08:45:16,37,Camila Rojas,camila.rojas50@gmail.com,75,Pantalon Tactical Verde,4,27.75,111.0
7104,2026-05-27 18:20:52,25,Diego Suarez,diego.suarez45@gmail.com,7,Camiseta Vintage Verde,1,24.59,24.59
7105,2026-05-07 23:40:40,94,Valeria Flores,valeria.flores75@gmail.com,133,Short Oversize Beige,3,17.21,51.63
7106,2026-05-23 15:36:48,1,Jose Suarez,jose.suarez11@gmail.com,59,Jean Urban Denim,4,95.83,383.32
7107,2026-05-26 12:00:18,95,Ana Cruz,ana.cruz50@gmail.com,142,Gorra Blanca,3,29.54,88.62
7108,2026-05-14 20:33:44,41,Luis Gomez,luis.gomez94@gmail.com,8,Camiseta Anime Tokyo,4,25.96,103.84
7109,2026-05-07 14:09:50,54,Diego Flores,diego.flores78@gmail.com,116,Chaqueta Cargo Negra,3,83.92,251.76
7110,2026-05-28 10:32:49,66,Daniel Cruz,daniel.cruz12@gmail.com,143,Gorra Roja,1,30.91,30.91
7111,2026-05-08 08:28:17,70,Diana Ruiz,diana.ruiz90@gmail.com,85,Hoodie Graphic Rojo,1,41.45,41.45
7112,2026-05-13 21:50:44,26,Pedro Castro,pedro.castro94@gmail.com,49,Jean Recto Azul,5,82.13,410.65
7113,2026-05-03 12:53:03,74,Ana Mora,ana.mora16@gmail.com,59,Jean Urban Denim,3,95.83,287.49
7114,2026-05-26 10:24:40,73,Miguel Navarro,miguel.navarro4@gmail.com,8,Camiseta Anime Tokyo,1,25.96,25.96
7115,2026-05-18 21:52:06,66,Daniel Cruz,daniel.cruz12@gmail.com,38,Camisa Vintage Cafe,1,67.06,67.06
7116,2026-05-03 07:48:47,3,Daniel Suarez,daniel.suarez49@gmail.com,106,Chaqueta Varsity Roja,5,70.22,351.1
7117,2026-05-04 03:51:44,22,Emily Perez,emily.perez82@gmail.com,49,Jean Recto Azul,2,82.13,164.26
7118,2026-05-25 02:20:23,87,Emily Paspuel,emily.paspuel93@gmail.com,152,Pulsera Cuero Negra,2,43.24,86.48
7119,2026-05-27 02:53:07,28,Fernanda Acosta,fernanda.acosta52@gmail.com,174,Sneakers Minimalistas,1,73.38,73.38
7120,2026-05-04 11:59:05,24,Jose Gomez,jose.gomez27@gmail.com,97,Hoodie Urban Blue,5,57.89,289.45
7121,2026-05-08 08:48:52,40,Luis Castro,luis.castro1@gmail.com,179,Zapatillas Techwear,5,80.23,401.15
7122,2026-05-17 14:18:30,50,Juan Castro,juan.castro81@gmail.com,9,Camiseta Graphic Dragon,5,27.33,136.65
7123,2026-05-26 05:23:02,6,Andres Flores,andres.flores67@gmail.com,178,Tenis Deportivos Negros,3,78.86,236.58
7124,2026-05-05 00:01:31,25,Diego Suarez,diego.suarez45@gmail.com,67,Pantalon Wide Leg Negro,4,16.79,67.16
7125,2026-05-01 21:44:28,24,Jose Gomez,jose.gomez27@gmail.com,90,Hoodie Anime Tokyo,3,48.3,144.9
7126,2026-05-30 10:36:54,39,Ana Castro,ana.castro27@gmail.com,169,Zapatos Casuales Beige,1,66.53,66.53
7127,2026-05-04 03:12:45,28,Fernanda Acosta,fernanda.acosta52@gmail.com,164,Zapatillas Running Rojas,1,59.68,59.68
7128,2026-05-14 08:38:49,94,Valeria Flores,valeria.flores75@gmail.com,83,Hoodie Oversize Gris,5,38.71,193.55
7129,2026-05-26 16:03:54,67,Miguel Paspuel,miguel.paspuel30@gmail.com,18,Camiseta Hip Hop,2,39.66,79.32
7130,2026-05-28 13:58:14,83,Maria Castro,maria.castro9@gmail.com,73,Pantalon Deportivo Blanco,5,25.01,125.05
7131,2026-05-20 07:16:12,22,Emily Perez,emily.perez82@gmail.com,122,Short Deportivo Gris,4,92.14,368.56
7132,2026-05-28 20:49:18,33,Emily Ruiz,emily.ruiz87@gmail.com,25,Camisa Oversize Beige,5,49.25,246.25
7133,2026-05-31 15:43:17,19,Diana Romero,diana.romero86@gmail.com,96,Hoodie Techwear Gris,2,56.52,113.04
7134,2026-05-21 01:47:34,21,Lucia Suarez,lucia.suarez43@gmail.com,33,Camisa Oxford Celeste,5,60.21,301.05
7135,2026-05-16 11:11:02,34,Camila Paspuel,camila.paspuel92@gmail.com,151,Cadena Dorada,1,41.87,41.87
7136,2026-05-22 07:13:04,50,Juan Castro,juan.castro81@gmail.com,24,Camisa Flannel Azul,3,47.88,143.64
7137,2026-05-03 21:31:16,22,Emily Perez,emily.perez82@gmail.com,75,Pantalon Tactical Verde,3,27.75,83.25
7138,2026-05-15 15:30:51,69,Lucia Herrera,lucia.herrera62@gmail.com,51,Jean Destroyed Azul,3,84.87,254.61
7139,2026-05-06 11:16:11,44,Fernanda Torres,fernanda.torres34@gmail.com,143,Gorra Roja,2,30.91,61.82
7140,2026-05-30 04:25:44,24,Jose Gomez,jose.gomez27@gmail.com,61,Pantalon Cargo Negro,5,98.57,492.85
7141,2026-05-27 04:56:56,45,Fernanda Ruiz,fernanda.ruiz48@gmail.com,66,Pantalon Jogger Azul,2,15.42,30.84
7142,2026-05-04 03:13:41,90,Andres Ruiz,andres.ruiz70@gmail.com,34,Camisa Streetwear Negra,2,61.58,123.16
7143,2026-05-24 23:48:44,75,Miguel Vega,miguel.vega53@gmail.com,178,Tenis Deportivos Negros,1,78.86,78.86
